Lihue, HI, Kukui Grove Shoppping Center 3-2600 Kaumualii Hwy, 21.97066, -159.3963 
Rehoboth, DE, 4561 Highway One Space #7, 38.73612, -75.1409 
Philadelphia, PA, 1001-1005 Chestnut St., 39.94786, -75.14067 
Warrington, PA, 389 Easton Rd, 40.22359, -75.13969 
Roslyn, PA, 2350 Susquehanna Rd, 40.1218, -75.13443 
Doylestown, PA, 498 North Main Street, 40.32131, -75.1307 
Doylestown, PA, 10 North Main Street, 40.3101, -75.13054 
Doylestown, PA, 1745 South Easton Road, 40.27514, -75.12791 
Jenkintown, PA, 746 Old York Road, 40.10255, -75.12569 
Upper, PA, 2700 - 2714 Easton Road, 40.16004, -75.12304 
Camden, NJ, 326 Penn St, 39.94824, -75.12207 
Willow, PA, 2500 Moreland Rd, 40.14396, -75.12183 
Willow, PA, 1107 Easton Road, 40.15643, -75.12181 
Rehoboth, DE, 4396 SR-1, 38.72177, -75.1213 
Ocean, MD, 12742 Ocean Gateway, 38.33678, -75.10772 
Huntingdon, PA, 737 Huntingdon Pike, 40.08642, -75.09381 
Jamison, PA, 2395 York Rd, 40.2596, -75.08663 
Huntingdon, PA, 2096 County Line Road, 40.17107, -75.07115 
Warminster, PA, 808 East Street Road, 40.18413, -75.06021 
Upper, PA, 707 Street Road, 40.17441, -75.04365 
Vineland, NJ, 3849 S. Delsea Road Space #A0013, 39.43113, -75.04032 
Haddonfield, NJ, 214-216 Kings Highway, 39.89782, -75.03171 
Cherry, NJ, 512 Haddonfield Road, 39.93447, -75.03082 
Cherry, NJ, 2000 Route 38 Space 1368, 39.9392, -75.02115 
Cherry, NJ, Marlton Pike Ramp & Kings Hwy S, 39.9071, -74.9996 
Cherry, NJ, 480 Evesham Road, 39.86004, -74.99727 
Cherry, NJ, 1192 East Rt. 70 #12, 39.91091, -74.99276 
Trevose, PA, Between 28&29 Westbound, 40.1489, -74.982 
Riverside, NJ, 4000 Route 130, 40.0118, -74.9623 
Monroe, NJ, 2090 Black Horse Pike North Suite 1, 39.65275, -74.9534 
New, PA, 4A East Bridge Street, 40.36439, -74.9514 
Delran, NJ, 1340 Fairview Boulevard, 40.0205, -74.9449 
Moorestown, NJ, 41 East Main Street, 39.96474, -74.9448 
Newtown, PA, 48 West Road, 40.23541, -74.94163 
Newtown, PA, 100 South State Street, 40.22791, -74.93694 
Berlin, NJ, Rt 73 & Minck Avenue, 39.7747, -74.9333 
Langhorne, PA, 168 N Flowers Mill Rd, 40.18059, -74.90744 
Mount, NJ, 10 Centerton Road Suite D, 39.9495, -74.87526 
Rio, NJ, 3301 Route 9 South Unit T-1A, 39.0186, -74.8724 
Yardley, PA, 1621 Big Oak Road Suite 510, 40.19829, -74.86609 
Yardley, PA, 1 North Main Street, 40.24252, -74.83902 
Medford, NJ, 560 Stokes Road, 39.8511, -74.79658 
Mt, NJ, 531 High St, 40.00427, -74.7941 
Bordentown, NJ, Rte 130 & Farnsworth Ave, 40.1397, -74.70694 
Hamilton, NJ, 1150 Whitehorse-Mercerville Road, 40.20877, -74.69406 
Branchburg, NJ, 240 Raritan Valley College Drive, 40.60423, -74.68888 
Hamilton, NJ, 953 Highway 33, 40.22974, -74.67171 
Yardville, NJ, NJ Turnpike, 40.1735, -74.6636 
Princeton, NJ, 100 Nassau Street, 40.34986, -74.65949 
Hamilton, NJ, 760 Consumer Square, 39.4614, -74.6581 
Lawrenceville, NJ, 301 Mercer Mall, 40.23435, -74.65502 
Mays, NJ, 4454 Black Horse Pike, 39.45201, -74.64607 
Hillsborough, NJ, 601 Route 206 Suite #21, 40.50225, -74.64484 
Trenton, NJ, 200 Uncle Petes Rd, 40.17654, -74.63605 
Somers, NJ, 212 New Road, 39.32938, -74.59495 
Basking, NJ, 655 Martinsville Road, 40.65998, -74.57762 
Randolph, NJ, 690 Millbrook Ave, 40.82803, -74.57465 
Cranbury, NJ, MM-71.7 S New Jersey Tpke, 40.3118, -74.5238 
Somerset, NJ, 120 Cedar Grove Lane, 40.52311, -74.52036 
Rockaway, NJ, 395 Mount Hope Avenue 300, 40.9083, -74.5176 
Rockaway, NJ, Rte 80 & Mt Hope Blvd, 40.9272, -74.5076 
Denville, NJ, 3056 Route 10 West, 40.86425, -74.50321 
Margate, NJ, 8005 Ventnor Ave, 39.32986, -74.49931 
Absecon, NJ, 405 S. Pitney Road, 39.45988, -74.49455 
Morristown, NJ, 32 West Park Place, 40.7966, -74.48171 
Gillette, NJ, 977 Valley Road, 40.66964, -74.48152 
Morris, NJ, East Hanover & Speedwell, 40.82197, -74.48142 
Atlantic, NJ, S Brighton Ave & Boardwalk, 39.3515, -74.4451 
Atlantic, NJ, 2600 Boardwalk, 39.3529, -74.44115 
Piscataway, NJ, 1364 Centennial Way, 40.55283, -74.43436 
South, NJ, 5000 Hadley Center Drive, 40.5552, -74.4338 
Milltown, NJ, 300 Ryders Ln, 40.4457, -74.42378 
Atlantic, NJ, 801 Boardwalk, 39.35992, -74.41712 
Florham, NJ, 184 Columbia Turnpike, 40.78828, -74.39074 
Shorthills, NJ, 1200 Morris Turnpike, 40.73787, -74.36384 
East, NJ, 405 Route 10 East, 40.80262, -74.36219 
Summit, NJ, 2 Beachwood Road, 40.71708, -74.35778 
Westfield, NJ, 117 Central Avenue, 40.65212, -74.34729 
Edison, NJ, 1-11 Lincoln Highway, 40.555, -74.34624 
Edison, NJ, 100 Menol Park Dr., 40.54424, -74.33625 
Livingston, NJ, 1 West Mt. Pleasant Avenue, 40.79592, -74.31531 
Freehold, NJ, 11 Village Center Drive, 40.24136, -74.30892 
Marlboro, NJ, 67 Route 9 South, 40.3454, -74.30821 
Millburn, NJ, 343 Millburn Avenue, 40.72401, -74.30732 
Manalapan, NJ, 310 Route 9 North, 40.32141, -74.30525 
Union, NJ, 2698 Route 22 East, 40.6886, -74.30428 
Woodbridge, NJ, 250 Woodbridge Center Drive, 40.55485, -74.30191 
Woodbridge, NJ, 479 Green St, 40.56143, -74.29829 
Woodbridge, NJ, 774 Route 1 N, 40.5679, -74.2959 
Freehold, NJ, 3981 US Highway 9, 40.25753, -74.29092 
Woodbridge, NJ, NB NJ Turnpike PO Box 616, 40.5538, -74.2863 
South, NJ, Garden State Parkway Mile Post 124 PO Box 307, 40.4664, -74.2771 
Wayne, NJ, 1606 Route 23 North, 40.93791, -74.26948 
Wayne, NJ, 1400 Willowbrook Mall, 40.89125, -74.26189 
South, NJ, 11 Sloan Street, 40.74614, -74.26005 
Wayne, NJ, 1100 Willowbrook Blvd, 40.89178, -74.25739 
Marlboro, NJ, 79 S. Main Street, 40.30227, -74.25353 
Matawan, NJ, 265 Main Street, 40.40863, -74.23506 
Forked, NJ, Garden State Parkway Mile Marker 74.5, 39.80392, -74.23175 
Staten, NY, 2900 Veterans Rd W, 40.52911, -74.22623 
Howell, NJ, 4701 Rte. 9 No. Space T1B10, 40.13659, -74.22461 
Montclair, NJ, 701 Bloomfield Avenue, 40.81801, -74.22295 
Upper, NJ, 572 Valley Road, 40.83989, -74.20811 
Sloatsburg, NY, MM-33 N, 41.1547, -74.1858 
Newark, NJ, Newark International Airport International Terminal, 40.705, -74.1748 
Newark, NJ, 744 Broad St Suite F, 40.73684, -74.17142 
Staten, NY, 2655 Richmond Avenue 1485, 40.58143, -74.16908 
Staten, NY, 2505 Richmond Avenue, 40.58548, -74.16844 
Wyckoff, NJ, 325 Franklin Avenue, 41.01079, -74.1665 
Nutley, NJ, 483 Franklin Avenue, 40.82291, -74.15619 
Monroe, NY, 128 Bailey Farm Rd, 41.31237, -74.14967 
Middletown, NJ, 2011 Route 35, 40.4106, -74.13418 
Staten, NY, 2070 Victory Blvd, 40.61251, -74.13248 
Glen, NJ, 224 Rock Road, 40.96227, -74.13117 
Central, NY, 400 Evergreen Ct Route 22, 41.31636, -74.12611 
Pattersonville, NY, Milepost 168 W, 42.855, -74.1258 
Airmont, NY, 215 Route 59, 41.11188, -74.11225 
Staten, NY, 2530 Hylan Blvd, 40.56971, -74.11031 
Staten, NY, 468 Forest Ave, 40.63063, -74.10531 
New, NY, 1 Plattekill Avenue, 41.74781, -74.08465 
Paramus, NJ, 28 Garden State Plaza Space A & B, 40.91489, -74.07888 
Paramus, NJ, 177 Route 17 South, 40.9581, -74.0747 
Paramus, NJ, 360 Route 17 N, 40.94626, -74.07178 
Hasbrouck, NJ, 201-211 Route 17 South, 40.85825, -74.0687 
Red, NJ, 4-6 White Street, 40.35033, -74.0686 
Paramus, NJ, 65 Route 4 East, 40.9193, -74.06641 
Hackensack, NJ, 360 Essex Street, 40.88711, -74.06495 
Shrewsbury, NJ, 551 Route 35, 40.33326, -74.06292 
Shrewsbury, NJ, 1080 Broad St, 40.31652, -74.06274 
Sea, NJ, 2150 Highway 35 #E-18, 40.13933, -74.06191 
Newburgh, NY, 50 SR Rte 17K, 41.5039, -74.0617 
Oakhurst, NJ, 2100 Highway 35, 40.26503, -74.04197 
Hillsdale, NJ, 126 Broadway, 41.00347, -74.04058 
Jersey, NJ, 100 14th St, 40.73135, -74.03719 
Brooklyn, NY, 9202 Third Avenue, 40.61925, -74.03279 
Hoboken, NJ, 51 Newark Street, 40.73669, -74.02999 
Brooklyn, NY, 7419 3rd Avenue, 40.63198, -74.02758 
Hoboken, NJ, 1205 Hudson Street, 40.75098, -74.02562 
Ocean, NJ, 2303 Route 66, 40.2637, -74.023 
North, NJ, 7101 Tonnelle Ave, 40.80149, -74.02118 
New, NY, 1 Battery Park Plaza, 40.70269, -74.01424 
Manhattan, NY, 2 Broadway, 40.70467, -74.01328 
New, NY, 3 New York Plaza, 40.7026, -74.0114 
New, NY, 55 Broad Street, 40.7052, -74.01136 
New, NY, 115 Broadway, 40.70853, -74.01092 
New, NY, 165 Broadway, 40.70953, -74.0101 
New, NY, 45 Wall Street, 40.7065, -74.00966 
New, NY, 55 Liberty Street, 40.70865, -74.00945 
New, NY, 110 Pearl Street, 40.70465, -74.00939 
New, NY, 195 Broadway, 40.71045, -74.00933 
New, NY, 125 Chambers Street, 40.71528, -74.00874 
Manhattan, NY, 233 Broadway, 40.71227, -74.00786 
New, NY, 38 Park Row #4, 40.71153, -74.00747 
New, NY, 100 William Street, 40.70845, -74.00737 
New, NY, 80 Pine Street, 40.70583, -74.00708 
New, NY, 100 Wall Street, 40.70488, -74.00695 
New, NY, 291 Broadway, 40.7148, -74.00569 
New, NY, 150 Varick Street, 40.72627, -74.00564 
New, NY, 655 W 34th St, 40.75647, -74.00361 
New, NY, 111 Worth Street, 40.71576, -74.00344 
New, NY, 72 Grove Street, 40.73332, -74.00267 
New, NY, 124 Eighth Avenue, 40.74114, -74.00155 
New, NY, 93 Greenwich Avenue, 40.73737, -74.00152 
New, NY, 450 7th Avenue, 40.73695, -74.00089 
New, NY, 471 Broadway, 40.72114, -74.00035 
New, NY, 177 Eighth Avenue, 40.74286, -74.00027 
New, NY, 378 6th Avenue, 40.7329, -74.00001 
New, NY, 241 Canal Street, 40.71802, -73.99991 
New, NY, 450 W. 33rd Street, 40.75367, -73.9988 
New, NY, 255 Eighth Ave, 40.74512, -73.99856 
New, NY, 72 SPRING STREET, 40.7225, -73.99761 
New, NY, 510 Sixth Avenue, 40.7368, -73.99723 
New, NY, 555 W. 42ND STREET, 40.7603, -73.99704 
New, NY, 79 Washington Square, 40.72953, -73.99656 
New, NY, 76 9th Ave, 40.75334, -73.99623 
Brooklyn, NY, 6423 18th Avenue, 40.6133, -73.99596 
New, NY, 21 East 8th Street, 40.73178, -73.99527 
New, NY, 665 Broadway, 40.72733, -73.99517 
Brooklyn, NY, 112 Montague Street, 40.69492, -73.99471 
New, NY, 684 Avenue of the Americas, 40.74188, -73.99351 
New, NY, 494 Eighth Ave., 40.75273, -73.99309 
Brooklyn, NY, 167 Court Street, 40.68857, -73.99288 
New, NY, 13-25 Astor Place, 40.73005, -73.99241 
New, NY, 593 Ninth Ave, 40.75874, -73.99241 
New, NY, 1 Penn Plaza, 40.74912, -73.99209 
New, NY, 1 Penn Plaza Concourse Level, 40.7497, -73.992 
New, NY, 750 6th Avenue, 40.74406, -73.99192 
New, NY, 776 Avenue of the Americas, 40.74486, -73.99132 
Brooklyn, NY, 50 Court Street, 40.6924, -73.99128 
New, NY, 600 Eighth Ave., 40.75533, -73.99116 
New, NY, 51 Astor Place, 40.72976, -73.99069 
Manhattan, NY, 41 Union Square West, 40.73655, -73.99069 
Brooklyn, NY, 42 Main Street, 40.70284, -73.99067 
New, NY, 682 9th Avenue, 40.7616, -73.9903 
New, NY, 462 7th Avenue, 40.75172, -73.99013 
New, NY, 10 UNION SQUARE EAST, 40.73489, -73.99002 
New, NY, 80 Delancey Street, 40.71912, -73.9899 
New, NY, 151 W. 34th Street Room 900, 40.75045, -73.98932 
New, NY, 684 Eighth Avenue, 40.7581, -73.9892 
New, NY, 875 Sixth Ave, 40.74794, -73.9891 
New, NY, 525 7th Avenue, 40.75368, -73.98866 
New, NY, 251 West 42nd Street, 40.75659, -73.98842 
New, NY, 1460 Broadway, 40.75069, -73.98775 
New, NY, 1372 Broadway, 40.75224, -73.98749 
New, NY, 325 W 49th St, 40.76193, -73.98731 
New, NY, 145 2nd Avenue, 40.72938, -73.98728 
New, NY, 770 Eighth Ave, 40.76109, -73.98703 
New, NY, 261 Fifth Avenue, 40.74507, -73.98693 
New, NY, 145 Third Avenue, 40.73403, -73.98666 
Edgewater, NJ, 457 River Road, 40.81257, -73.98662 
New, NY, 304 Park Avenue South, 40.74006, -73.98647 
New, NY, 825 Eighth Avenue W-9, 40.76208, -73.98632 
New, NY, 1530 Broadway, 40.75783, -73.98561 
New, NY, 871 8th Avenue, 40.76358, -73.98523 
Englewood, NJ, 80 Route 4 East, 40.88127, -73.98507 
New, NY, 334 Fifth Ave., 40.74773, -73.98505 
New, NY, 1585 Broadway, 40.75995, -73.98489 
New, NY, 2 Columbus Avenue, 40.76916, -73.9848 
New, NY, 1500 Broadway, 40.76075, -73.9845 
New, NY, 296-300 Third Avenue, 40.73816, -73.98365 
New, NY, 424 Park Avenue South, 40.74399, -73.9836 
New, NY, 322 West 57th Street, 40.76698, -73.98356 
New, NY, 1656 Broadway, 40.76222, -73.98354 
New, NY, 750 Seventh Avenue, 40.76072, -73.98351 
Manhattan, NY, 1675 Broadway, 40.7629, -73.98315 
New, NY, 1166 Avenue of the Americas, 40.75694, -73.9826 
New, NY, 1710 Broadway, 40.7641, -73.98246 
New, NY, 200 Madison Avenue, 40.74846, -73.9824 
New, NY, 4 Columbus Circle, 40.76763, -73.98232 
New, NY, 1841 Broadway, 40.76921, -73.98229 
New, NY, 1185 Sixth Avenue, 40.75751, -73.98222 
New, NY, 2045 Broadway, 40.77729, -73.98217 
New, NY, 400 Madison Avenue, 40.74914, -73.98196 
New, NY, 286 First Avenue A, 40.73291, -73.98145 
New, NY, 156 W 52nd St, 40.76182, -73.98121 
New, NY, 2140 Broadway, 40.78098, -73.9812 
New, NY, 395 Third Avenue, 40.74202, -73.98085 
New, NY, 870 7th Avenue, 40.76444, -73.98083 
Old, NJ, 216 Old Tappan Road, 41.01524, -73.98014 
New, NY, 295 Madison Avenue, 40.75205, -73.97989 
New, NY, 1290 6th Ave, 40.76064, -73.97969 
New, NY, 545 Fifth Ave., 40.75531, -73.97964 
New, NY, 2252 Broadway, 40.78484, -73.97915 
Manhattan, NY, 1320 Avenue of the Americas, 40.76178, -73.97912 
New, NY, 1345 6th Ave, 40.7624, -73.97908 
New, NY, 30 Rockefeller Plaza Space A, 40.75851, -73.97904 
New, NY, 90 Park Ave, 40.75052, -73.97897 
New, NY, 330 Madison Ave, 40.75336, -73.97893 
New, NY, 575 Fifth Avenue, 40.75647, -73.97877 
New, NY, 120 W. 56th Street, 40.76387, -73.97835 
New, NY, 142 W. 57th Street, 40.7648, -73.97835 
New, NY, 3 Park Avenue, 40.75208, -73.9779 
New, NY, 267-275 Columbus Ave, 40.77878, -73.97784 
Brooklyn, NY, 139 Flatbush Ave, 40.68444, -73.97773 
New, NY, 1380 Sixth Avenue, 40.7636, -73.9777 
Brooklyn, NY, 164-166 7th Avenue, 40.67205, -73.9773 
New, NY, 230 Park Avenue, 40.7537, -73.977 
New, NY, 338 Columbus Avenue, 40.77991, -73.97695 
New, NY, 360 Lexington Avenue, 40.75034, -73.97681 
New, NY, 585 2nd Avenue, 40.74357, -73.97673 
New, NY, 125 Park Ave, 40.7524, -73.97635 
New, NY, 150 E. 42nd Street, 40.75119, -73.97566 
New, NY, 107 E 43rd St and Lexington Ave Space MC-72, 40.752, -73.9755 
New, NY, 280 Park Avenue, 40.75602, -73.97501 
New, NY, 639 3rd Avenue, 40.7501, -73.97498 
New, NY, 450 Lexington Avenue, 40.7531, -73.97485 
New, NY, 45 E. 51st Street, 40.75829, -73.97473 
New, NY, 444 Columbus Avenue, 40.78335, -73.97442 
New, NY, 725 5th Avenue, 40.76241, -73.9744 
New, NY, 301 Park Ave, 40.7565, -73.9743 
Englewood, NJ, 17 E. Palisades Avenue, 40.89359, -73.97421 
New, NY, 685 Third Avenue, 40.75155, -73.97392 
New, NY, 55 E 53rd St, 40.75947, -73.97374 
New, NY, 511 Lexington Avenue, 40.75504, -73.97344 
New, NY, 550 Madison Avenue #A32, 40.761, -73.97337 
New, NY, 2498 Broadway, 40.79251, -73.97303 
New, NY, 2521 Braodway, 40.79358, -73.97288 
New, NY, 560 Lexington Avenue, 40.7566, -73.9723 
New, NY, 540 Columbus Avenue, 40.78646, -73.97215 
New, NY, 757 Third Avenue, 40.75397, -73.97209 
New, NY, 7800 Grand Central Station Track 35, 40.7511, -73.97171 
New, NY, 599 Lexington, 40.75782, -73.97143 
New, NY, 2600 Broadway, 40.79598, -73.97071 
New, NY, 830 Third Avenue, 40.75628, -73.97049 
Fort, NJ, 1605 Lemoine Ave., 40.84967, -73.9704 
New, NY, 116 E. 57th Street, 40.76129, -73.96997 
Fort, NJ, 136-38 Linwood Plaza, 40.8591, -73.9694 
New, NY, 135 East 57th Street, 40.761, -73.96927 
New, NY, 2681 Broadway, 40.79855, -73.96908 
New, NY, 943 Second Avenue, 40.75492, -73.96855 
New, NY, 2853 Broadway, 40.80461, -73.96652 
New, NY, 1021 Third Avenue, 40.7625, -73.9657 
New, NY, 2929 Broadway, 40.80695, -73.96453 
New, NY, 400 East 54th Street, 40.7564, -73.96442 
New, NY, 1128 Third Avenue, 40.76583, -73.96355 
New, NY, 1102 1st Ave, 40.76024, -73.9616 
Brooklyn, NY, 607 Brighton Beach Avenue, 40.57765, -73.96135 
Closter, NJ, 234 Closter Dock Road, 40.97245, -73.96084 
West, NY, 4120 Palisades Center Dr, 41.09936, -73.96038 
New, NY, 1117 Lexington Ave. #4, 40.77417, -73.95956 
New, NY, 1449 Second Avenue, 40.77099, -73.9568 
West, NY, 1000 Palisades Center Drive 8401A, 41.09939, -73.95614 
New, NY, 120 EAST 87TH ST, 40.78053, -73.95603 
New, NY, 1488 Third Avenue #A, 40.77743, -73.95504 
New, NY, 1445 First Avenue, 40.76977, -73.95464 
New, NY, 1378 Madison Avenue, 40.78723, -73.95427 
New, NY, 1559 2nd Avenue, 40.77459, -73.95418 
New, NY, 1642 Third Avenue, 40.78259, -73.95127 
New, NY, 444 E. 80th St, 40.77258, -73.95126 
New, NY, 1631 1st Ave, 40.77603, -73.95006 
Brooklyn, NY, 33-42 Hillel Place, 40.63254, -73.94797 
New, NY, 400 East 90th Street, 40.77943, -73.94749 
New, NY, 77 West 125th Street, 40.80743, -73.94472 
New, NY, 803 W 181st St, 40.85096, -73.93846 
Poughkeepsie, NY, 3434 North Road, 41.71596, -73.92941 
Astoria, NY, 3711 35th Avenue, 40.75594, -73.9237 
Astoria, NY, 31-44 Steinway Street, 40.75904, -73.9189 
Nyack, NY, 80 Main Street, 41.09103, -73.91848 
Poughkeepsie, NY, 2519 South Road (Rte 9) B, 41.62919, -73.916 
Astoria, NY, 22-04 31st Street, 40.77619, -73.91073 
Woodside, NY, 51-06 Northern Blvd, 40.75276, -73.9104 
Bronx, NY, 50 W. 225th Street Bldg. K1, 40.87386, -73.90842 
Bronx, NY, 40-50 W 225th St, 40.87344, -73.90687 
Niskayuna, NY, 2321-3 Nott Street East, 42.82011, -73.88247 
Poughkeepsie, NY, 712 Duchess Tpke, 41.69902, -73.88033 
Flushing, NY, La Guardia International Airport Delta Flight Cent, 40.7708, -73.8719 
Bronx, NY, 1385 Metropolitan Avenue, 40.83534, -73.86138 
Ossining, NY, 210 South Highland Avenue, 41.15485, -73.85963 
Glendale, NY, 8989 Union Turnpike, 40.70567, -73.85805 
Slingerlands, NY, 1395 New Scotland Rd, 42.63735, -73.85583 
Ardsley, NY, 716-718 Saw Mill Road, 41.01147, -73.84834 
Forest, NY, 107-12 Continental Avenue, 40.71704, -73.847 
Forest, NY, 7000 Austin Street, 40.72018, -73.84493 
Albany, NY, 1475 Western Avenue, 42.68162, -73.83909 
Flushing, NY, 13505 20th Ave, 40.7816, -73.8372 
Bronxville, NY, 29 Park Place, 40.93971, -73.83418 
Yonkers, NY, 2458 Central Park Avenue, 40.98095, -73.82962 
Flushing, NY, 41-02 Main Street, 40.75801, -73.82961 
Briarcliff, NY, 107 North State Rd, 41.15238, -73.8295 
Whitestone, NY, 138-11 20th Avenue, 40.78184, -73.82944 
Howard, NY, 157-41 Cross Bay Blvd., 40.62516, -73.82684 
Scarsdale, NY, 975B Central Park Avenue, 40.9903, -73.82242 
Albany, NY, 18 Wolf Rd, 42.71213, -73.817 
Mount, NY, 600 E. Sandford Blvd, 40.90244, -73.81546 
Scarsdale, NY, 684 White Plains Road, 40.97062, -73.80624 
Hartsdale, NY, 223 E Hartsdale Ave, 41.0124, -73.7961 
New, NY, 1278-80 North Avenue, 40.94609, -73.7954 
Jamaica, NY, 51 W. Courtyard, 40.6547, -73.793 
Glenmont, NY, 329 Glenmont Rd, 42.60118, -73.79055 
Saratoga, NY, 351 Broadway, 43.08157, -73.7854 
Fresh, NY, 61-51 188th Street, 40.73318, -73.7832 
Clifton, NY, 9 Clifton County Road, 42.86137, -73.7807 
Yorktown, NY, 1932 Commerce Street, 41.27344, -73.78068 
Chappaqua, NY, 2 South Greeley Avenue, 41.15854, -73.77272 
Latham, NY, 675 Troy Schenectady Rd, 42.75469, -73.7724 
Bayside, NY, 215-29 Northern Blvd., 40.76142, -73.76191 
Latham, NY, 594 New Loudon Road, 42.72782, -73.76034 
Larchmont, NY, 1929 Palmer Avenue A2, 40.93225, -73.75936 
White, NY, 125 Westchester Avenue, 41.03256, -73.75824 
Latham, NY, 873 New Loudon Rd, 42.76266, -73.75585 
Mamaroneck, NY, 1030 West Boston Post Rd, 40.94065, -73.74277 
Douglaston, NY, 242-02 61st Avenue, 40.7555, -73.73868 
Great, NY, 55 Northern Boulevard, 40.77398, -73.73261 
Mount, NY, 41 South Moger Avenue, 41.20767, -73.72867 
Great, NY, 71 Middle Neck Road, 40.78798, -73.72865 
Cedarhurst, NY, 424 Central Avenue, 40.62007, -73.72616 
Mt, NY, 195.A North Bedford Road, 41.21507, -73.72022 
Manhasset, NY, 375 Plandome Road, 40.79769, -73.69962 
Hewlett, NY, 1344 Broadway, 40.64038, -73.69938 
New, NY, 1596 Union Turnpike, 40.75435, -73.6908 
Port, NY, 72 Main Street, 40.83055, -73.68839 
Franklin, NY, 640 Franklin Avenue, 40.69078, -73.68498 
Rye, NY, 51 Purchase Street, 40.98345, -73.6848 
Port, NY, 118 S. Ridge Street, 41.0027, -73.68118 
New, NY, 1441 Jericho Turnpike, 40.73338, -73.68098 
Queensbury, NY, 578 Aviation Rd, 43.32955, -73.67866 
Carmel, NY, 1876 Route 6, 41.41507, -73.66998 
Long, NY, 101 West Park Avenue, 40.58863, -73.66718 
Queensbury, NY, 677 Upper Glen St, 43.32628, -73.66492 
Island, NY, 4507 Austin Blvd, 40.60011, -73.65446 
Roslyn, NY, 373 Willis Avenue, 40.7788, -73.64996 
Rockville, NY, 21 North Park Ave, 40.65685, -73.64514 
Roslyn, NY, 1 Railroad Avenue, 40.792, -73.6435 
Mineola, NY, 106 Old Country Road, 40.73926, -73.63765 
Glen, NY, 202 Glen Cove Avenue Suite A, 40.84906, -73.6355 
Garden, NY, 184 7th St, 40.72524, -73.63427 
Glen, NY, 5 School Street, 40.86425, -73.63177 
Greenvale, NY, 132 Wheatley Plaza, 40.80886, -73.62648 
Greenwich, CT, 301 Greenwich Avenue, 41.02558, -73.62564 
Greenwich, CT, 78 East Putnam Avenue #7, 41.03302, -73.62462 
Carle, NY, 39 Old Country Road, 40.74229, -73.62066 
Westbury, NY, 379 Glen Cove Road, 40.75663, -73.61904 
Garden, NY, 630 Old Country Rd, 40.74318, -73.61477 
Cos, CT, 147 E. Putnam Avenue, 41.03683, -73.60129 
Westbury, NY, 999 Corporate Dr, 40.74118, -73.59873 
Westbury, NY, 467-C Old Country Road, 40.74636, -73.59638 
Uniondale, NY, 1228 Hempstead Turnpike, 40.7194, -73.58996 
Riverside, CT, 1253 East Putnam Ave, 41.04194, -73.57659 
Westbury, NY, 1149 Old Country Road, 40.7559, -73.55331 
Merrick, NY, 2015 Merrick Road, 40.65652, -73.5493 
East, NY, 2330 Hempstead Turnpike, 40.72479, -73.54858 
Stamford, CT, 1055 High Ridge Road, 41.10757, -73.5477 
Stamford, CT, 2139 Summer Street, 41.0668, -73.54527 
Stamford, CT, 21 Broad St, 41.05557, -73.54251 
Jericho, NY, 475 North Broadway, 40.78829, -73.53568 
Hicksville, NY, 358B Broadway Mall, 40.77352, -73.52897 
Danbury, CT, 113 Mill Plain Road, 41.39219, -73.52052 
Levittown, NY, 3240 Hempstead Tpke, 40.72562, -73.51609 
Plainview, NY, 399 South Oyster Bay Road, 40.78319, -73.50311 
Syosset, NY, 390 Jericho Turnpike, 40.81012, -73.5018 
